Field,Activity,RowID,Activity Description,Reporting Name,Operation Seq,Department Code,Long Description,Required / Std Spec
G11,EMAC-H8000-03,17937,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,280,E&I,e) Check operation of vibration probes.,8000 hrs
G11,EMAC-H8000-03,17938,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,290,E&I,f) Perform continuity/resistance tests,8000 hrs
G11,EMAC-H8000-03,17939,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,300,E&I,g) Check and record insulation resistance and polarization index for windings  by meggering in standard voltage through switchboard/panel.,8000 hrs
G11,EMAC-H8000-03,17940,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,310,E&I,h) Insulation resistance for winding,8000 hrs
G11,EMAC-H8000-03,17941,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,320,E&I,i) Polarization index for winding,8000 hrs
G11,EMAC-H8000-03,17942,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,330,E&I,Measure dielectric/insulation resistance,8000 hrs
G11,EMAC-H8000-03,17943,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,340,E&I,Motor windings Temperature - from VSD panel,8000 hrs
G11,EMAC-H8000-03,17944,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,350,E&I,Highlight deviations and trends if any.,8000 hrs
G11,EMAC-H8000-03,17945,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,360,E&I,Listen for unusual noise or a change in sound e.g. rubbing or knocking,8000 hrs
G11,EMAC-H8000-03,17946,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,370,E&I,Raise a separate Corrective Work Order to report any defect or when repair and on-condition action is required or been made.,
G11,EMAC-H8000-03,17947,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)- 8000 hr or Annual Service,-8000 HR SERVICE OR ANNUAL,380,E&I,Close workpermit,
G11,EMAC-M03-05,17948,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,10,E&I,Open work permit / JSA,
G11,EMAC-M03-05,17949,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,20,E&I,Record motor running hours,
G11,EMAC-M03-05,17950,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,30,E&I,Check that the motor has sufficient ventillation airflow,
G11,EMAC-M03-05,17951,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,40,E&I,Check bearing temperature and vibration,
G11,EMAC-M03-05,17952,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,50,E&I,"Clean motor cooling fan, screen and duct",
G11,EMAC-M03-05,17953,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,60,E&I,Check terminal connections and assembly bolts for tightness,
G11,EMAC-M03-05,17954,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,70,E&I,Regreasing while the motor is running,
G11,EMAC-M03-05,17955,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,80,E&I,Remove grease outlet plug or open closing valve if fitted,
G11,EMAC-M03-05,17956,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,90,E&I,Use an ultrasonic tool measure decibels(dB) or sound level at DE/NDE grease adaptor and record data before grease starting: _________dB.,
G11,EMAC-M03-05,17957,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,100,E&I,Inject grease type Shell Gadus S5 V 100 2 (amount of grease 60g)   into the bearing (record dB & listen to the sound change whilst greasing the bearing (downward or upward),
G11,EMAC-M03-05,17958,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,110,E&I,"After regreasing, you should find the sound dB decrease and record the final sound dB.",
G11,EMAC-M03-05,17959,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,120,E&I,Let the motor run for 1-2 hours to ensure that all excess grease is forced out of the bearing.,
G11,EMAC-M03-05,17960,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,130,E&I,"Warning : The maximum operating temperature of the grease and bearing +110 C, must not be exceeded",
G11,EMAC-M03-05,17961,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,140,E&I,Close the grease outlet plug or closing valve if fitted.,
G11,EMAC-M03-05,17962,Job for E&I Tech ABB LV Motor Frame Size 250- 3 Monthly Service,- 3 Monthly Service,150,E&I,Close workpermit,
G11,EMAC-M03-06,17963,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,10,E&I,Open work permit / JSA,
G11,EMAC-M03-06,17964,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,20,E&I,Record motor running hours,
G11,EMAC-M03-06,17965,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,30,E&I,Record motor current,
G11,EMAC-M03-06,17966,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,40,E&I,Check bearing temperature and vibration levels,
G11,EMAC-M03-06,17967,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,50,E&I,Clean motor cooling fan screen and duct,
G11,EMAC-M03-06,17968,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,60,E&I,Check terminal connections and assembly bolts for tightness,
G11,EMAC-M03-06,17969,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,70,E&I,Regreasing while the motor is running,
G11,EMAC-M03-06,17970,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,80,E&I,Remove grease outlet plug or open closing valve if fitted,
G11,EMAC-M03-06,17971,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,90,E&I,Use an ultrasonic tool to measure the decibels (dB) or sound levels at DE & NDE grease adaptors and record the data before starting the regreasing: _________dB.,
G11,EMAC-M03-06,17972,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,100,E&I,Inject grease (Amount of grease 40 g @ DE Bearing & 40 g @ NDE Bearing) into the bearing and listen for sound change while greasing the bearing (downward or upward) and record the data.,
G11,EMAC-M03-06,17973,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,110,E&I,"While regreasing if the dB level increases, stop greasing and record final dB level.",
G11,EMAC-M03-06,17974,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,120,E&I,Let the motor run for 1 to 2 hours to ensure that all excess grease is forced out of the bearing.,
G11,EMAC-M03-06,17975,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,130,E&I,"Warning: The maximum operating temperature of the grease and bearing +100 C, must not be exceeded",
G11,EMAC-M03-06,17976,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,140,E&I,Close the grease outlet plug or closing valve if fitted,
G11,EMAC-M03-06,17977,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,150,E&I,Raise a separate Corrective Work Order to report any defect or when repair and on-condition action is required or been made.,
G11,EMAC-M03-06,17978,Job for  E&I Tech ABB  LV Motor Frame Size 400 (Speed 3000 rpm)-  3 Monthly Service,-  3 Monthly Service,160,E&I,Close work permit,
G11,EMAC-M03-07,17979,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,10,E&I,Open workpermit/JSA,
G11,EMAC-M03-07,17980,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,20,E&I,Record motor running hour,
G11,EMAC-M03-07,17981,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,30,E&I,Check bearing temperature and vibration,
G11,EMAC-M03-07,17982,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,40,E&I,"Clean motor cooling fan, screen and duct",
G11,EMAC-M03-07,17983,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,50,E&I,"Check terminal connections, assembly bolts for tightness",
G11,EMAC-M03-07,17984,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,60,E&I,Regreasing while the motor is running,
G11,EMAC-M03-07,17985,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,70,E&I,Remove grease outlet plug or open closing valve if fitted,
G11,EMAC-M03-07,17986,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,80,E&I,Use an ultrasonic tool measure decibels(dB) or sound level at DE/NDE grease adaptor and record before grease starting: _________dB.,
G11,EMAC-M03-07,17987,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,90,E&I,Inject grease type Mobil Unirex N3 (Amount of grease 35 g/DE Bearing- 35g/NDE Bearing)   into the bearing (record dB & listening sound change while greasing the bearing(downward or upward),
G11,EMAC-M03-07,17988,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,100,E&I,After regrease and find dB start upward will stop greasing and record final dB.,
G11,EMAC-M03-07,17989,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,110,E&I,Let the motor run for 1-2 hours to ensure that all excess grease is forced out of the bearing.,
G11,EMAC-M03-07,17990,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,120,E&I,"Warning : The maximum operating temperature of the grease and bearing +100 C, must not be exceeded",
G11,EMAC-M03-07,17991,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,130,E&I,Close the grease outlet plug or closing valve if fitted,
G11,EMAC-M03-07,17992,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 3 Monthly Service,- 3 Monthly Service,140,E&I,Close workpermit,
G11,EMAC-M06-02,17993,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),10,E&I,Obtain work permit / JSA,
G11,EMAC-M06-02,17994,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),20,E&I,Initiate all relevant inhibits and overrides,
G11,EMAC-M06-02,17995,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),30,E&I,Record motor running hours,
G11,EMAC-M06-02,17996,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),40,E&I,"Electrical, Mechanical and Process isolations must be done after completion of pre-shutdown checks.",
G11,EMAC-M06-02,17997,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),50,E&I,Pre Shutdown Checks,
G11,EMAC-M06-02,17998,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),60,E&I,Check unit history since last inspection and make a note of items that require attention.,
G11,EMAC-M06-02,17999,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),70,E&I,Check bearing temperature and vibration levels,
G11,EMAC-M06-02,18000,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),80,E&I,Measure current values and load. Note any deviation from normal,
G11,EMAC-M06-02,18001,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),90,E&I,Regreasing while the motor is running,
G11,EMAC-M06-02,18002,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),100,E&I,Remove grease outlet plug or open closing valve if fitted,
G11,EMAC-M06-02,18003,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),110,E&I,Use an ultrasonic tool to measure the decibels(dB) or sound levels at DE & NDE grease adaptor and record the data before starting to regrease the bearings: _________dB.,
G11,EMAC-M06-02,18004,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),120,E&I,Inject grease (Amount of grease 13g @DE Bearing &13g@NDE Bearing) into the bearing and listen for sound change while greasing the bearing (downward or upward) and record the data.,
G11,EMAC-M06-02,18005,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),130,E&I,"While regreasing if the dB level increases, stop greasing and record final dB level.",
G11,EMAC-M06-02,18006,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),140,E&I,Let the motor run for 1 to 2 hours to ensure that all excess grease is forced out of the bearing.,
G11,EMAC-M06-02,18007,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),150,E&I,"Warning : The maximum operating temperature of the grease and bearing +100 C, must not be exceeded",
G11,EMAC-M06-02,18008,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),160,E&I,Close the grease outlet plug or closing valve if fitted,
G11,EMAC-M06-02,18009,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),170,E&I,"Stop the motor, ensure the pump runs down smoothly.",
G11,EMAC-M06-02,18010,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),180,E&I,"Isolate the electrical, mechanical and process system then lock out.",
G11,EMAC-M06-02,18011,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),190,E&I,"Display a ""DO NOT OPERATE"" sign on start panel.",
G11,EMAC-M06-02,18012,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),200,E&I,Clean motor cooling fan screen and duct,
G11,EMAC-M06-02,18013,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),210,E&I,"Check terminal connections, assembly bolts for tightness",
G11,EMAC-M06-02,18014,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),220,E&I,"Check condition of motor including terminal box, LCS (Local Control Station) and cables from signs of defect/damage, deterioration, corrosion or ingress of water.",
G11,EMAC-M06-02,18015,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),230,E&I,"Check power cables wiring and earthing connections, leads, and glands condition, looseness and tighten or recondition if required.",
G11,EMAC-M06-02,18016,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),240,E&I,Ensure space heater is in good condition by electrical continuity/resistance check and insulation resistance test with megger tester.,
G11,EMAC-M06-02,18017,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),250,E&I,Check mounting condition and tightness of motor on skid and the coupling condition.,
G11,EMAC-M06-02,18018,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),260,E&I,"Remove the cover and check cooling fan condition, check that it is properly fixed with no obstruction or defect.",
G11,EMAC-M06-02,18019,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),270,E&I,"Carry out a continuity of earthing system check between motor main earth stud, panel earth and structural earth by using micro-ohmmeter.",
G11,EMAC-M06-02,18020,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),280,E&I,"Clean motor surface, terminal box & LCS with cotton rags.",
G11,EMAC-M06-02,18021,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),290,E&I,Ensure the protective seals/ gasket in good condition.,
G11,EMAC-M06-02,18022,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),300,E&I,Perform continuity/resistance test with multimeter.,
G11,EMAC-M06-02,18023,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),310,E&I,Check and record insulation resistance and polarization index for winding motor by using megger tester in standard voltage through switchboard/panel.,
G11,EMAC-M06-02,18024,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),320,E&I,a) Insulation resistance for winding,
G11,EMAC-M06-02,18025,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),330,E&I,b) Polarization index for winding,
G11,EMAC-M06-02,18026,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),340,E&I,Test Run Motor,
G11,EMAC-M06-02,18027,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),350,E&I,De-isolate and re-energize power supply of motor after ensure driven machine is ready to start and de-isolated from process.,
G11,EMAC-M06-02,18028,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),360,E&I,Start the motor by local or remotely and test run for 30 minutes to get parameters in normal working condition.,
G11,EMAC-M06-02,18029,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),370,E&I,"Observe motor and bearing temperature, motor speed, rotation direction, noise, vibration, current motor in starting, unload (if applicable) and loading for proper operation. Record the following  data values:.",
G11,EMAC-M06-02,18030,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),380,E&I,a) Starting current,
G11,EMAC-M06-02,18031,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),390,E&I,b) Current (unloaded/loaded),
G11,EMAC-M06-02,18032,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),400,E&I,c) Motor temperature,
G11,EMAC-M06-02,18033,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),410,E&I,d) Bearing temperature,
G11,EMAC-M06-02,18034,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),420,E&I,e) Vibration,
G11,EMAC-M06-02,18035,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),430,E&I,"At the end of test, refer to required operation conditions: stop the motor or keep it online.",
G11,EMAC-M06-02,18036,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),440,E&I,"If a malfunction is found, raise a corrective work order for trouble shooting & re-calibration",
G11,EMAC-M06-02,18037,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),450,E&I,Confirm conditions are normalised and remove all inhibits/overrrides,
G11,EMAC-M06-02,18038,Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),- 6 Monthly Service (Vertical Mounted) (WHP Closed Drains Pump Motor),460,E&I,Close work permit,
G11,EMAC-M18-03,18039,Job for E&I Tech BALDOR  LV Motor Frame Size 184 NEMA (Speed 1500 rpm)- 1.5 Yearly Service,- 1.5 Yearly Service,10,E&I,Open workpermit / JSA,
G11,EMAC-M18-03,18040,Job for E&I Tech BALDOR  LV Motor Frame Size 184 NEMA (Speed 1500 rpm)- 1.5 Yearly Service,- 1.5 Yearly Service,20,E&I,Record motor running hours,
G11,EMAC-M18-03,18041,Job for E&I Tech BALDOR  LV Motor Frame Size 184 NEMA (Speed 1500 rpm)- 1.5 Yearly Service,- 1.5 Yearly Service,30,E&I,Record motor current,
G11,EMAC-M18-03,18042,Job for E&I Tech BALDOR  LV Motor Frame Size 184 NEMA (Speed 1500 rpm)- 1.5 Yearly Service,- 1.5 Yearly Service,40,E&I,Check bearing temperature and vibration levels,
G11,EMAC-M18-03,18043,Job for E&I Tech BALDOR  LV Motor Frame Size 184 NEMA (Speed 1500 rpm)- 1.5 Yearly Service,- 1.5 Yearly Service,50,E&I,Clean motor cooling fan screen and duct,
