Field,Activity,Activity Description,Operation Seq,Component,Component Description,UOM,Quantity
G1,FSCL-M06-02,Job of Seawater Coarse and Fine Filter 6 Monthly PreventiveMainetenacne,20,1007136,"PIN, TYPE CONNECTING PIN, SAF-6000, MATL ST316, MFG AMIAD, P/N 710103-002230",EA,1
G1,FSCL-M06-02,Job of Seawater Coarse and Fine Filter 6 Monthly PreventiveMainetenacne,20,1007137,"PIN, TYPE SPLIT PIN 2 X 20 DIN 94, MATL ST 304, MFG AMIAD, P/N 760105-000038",EA,1
G1,FSCL-M06-02,Job of Seawater Coarse and Fine Filter 6 Monthly PreventiveMainetenacne,20,1007140,"SEAL, O-RING, 22 X 4, MATL NBR, MFG AMIAD, P/N 770101-000037",PCS,1
G1,FSCL-M06-02,Job of Seawater Coarse and Fine Filter 6 Monthly PreventiveMainetenacne,20,1007141,"SEAL, TYPE HD SEAL F/SAF SEAL, ROPES HOUSING SAF HD, MATL POLYURTHANE, MFG AMIAD, P/N 770104-000114",PCS,1
G1,FSCL-M06-02,Job of Seawater Coarse and Fine Filter 6 Monthly PreventiveMainetenacne,20,1007132,"SEAL, TYPE SCANNER SEALING ROPE SET (SAF-6000), MFG AMIAD, P/N 700190-002431",SET,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007131,"O-RING, TYPE 60 X 4SAF6000, FLUS.CHAMBER NBRS, MATL NBR, MFG AMIAD, P/N 770101-000040",EA,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007136,"PIN, TYPE CONNECTING PIN, SAF-6000, MATL ST316, MFG AMIAD, P/N 710103-002230",EA,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007137,"PIN, TYPE SPLIT PIN 2 X 20 DIN 94, MATL ST 304, MFG AMIAD, P/N 760105-000038",EA,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007140,"SEAL, O-RING, 22 X 4, MATL NBR, MFG AMIAD, P/N 770101-000037",PCS,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007141,"SEAL, TYPE HD SEAL F/SAF SEAL, ROPES HOUSING SAF HD, MATL POLYURTHANE, MFG AMIAD, P/N 770104-000114",PCS,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007142,"SEAL, O-RING, TYPE P2-232 (LID1 IN) NBR S, MATL NBR, MFG AMIAD, P/N 770102-000121",PCS,1
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007129,"O-RING SET, TYPE SNL CAP AND O-RING, MFG AMIAD, P/N 700190-002434",SET,4
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1007132,"SEAL, TYPE SCANNER SEALING ROPE SET (SAF-6000), MFG AMIAD, P/N 700190-002431",SET,2
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1014921,"ANODE, ZINC, SIZE 1/2IN. X 9/16.IN, LG 400MM., C/W BOLT, NUT AND HOLDER, MATL ZINC, MFG AMIAD, P/N 760190-000367",SET,2
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1014922,"ANODE, ZINC, SIZE 1/2IN. X 9/16IN., LG 780MM., C/W BOLT, NUT AND HOLDER, MATL ZINC, MFG AMIAD, P/N 760190-000369",SET,2
G1,FSCL-Y01-02,Job of Seawater Coarse and Fine Filter 1 Yearly PreventiveMainetenacne,20,1013778,"GASKET, SIZE 14IN. G-ST-P/S, MATL NEOPRENE, MFG AMIAD, P/N 770103-000242",EA,2
G1,BSST-M06-02,Job for Opti Ductless fume hood -6 Monthly inspection,30,1018072,"FILTER, TYPE ACTIVATED CARBON, SIZE 745 X 460 X 65MM., ESCO MAIN, MODEL SPD-3A1, SERIAL 2016-108276 FOR ASCENT DUCTLESS FUME HOODS FOR ORGANIC COMPOUNDS CODE A FOR SPD-3A/B CABINETS FILTER, MFG ESCO, P/N CFA-6",PCS,1
G1,EMAC-M06-03,Job for E&I ABB MV AC Motor model  AMD 355 - 6 Montly ( 3100 hrs),110,1033188,"GREASE, CONT TUBE 400G., MFG KLUBER, P/N KLUBERPLEX BEM 41-132",EA,0.2
G1,EMAC-Y01-03,Job for E&I ABB MV AC Motor model  AMD 355 - 1 Yearly ( 6200 hrs),110,1033188,"GREASE, CONT TUBE 400G., MFG KLUBER, P/N KLUBERPLEX BEM 41-132",EA,0.2
G1,CEDE-Y03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Yearly service,30,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-Y03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Yearly service,200,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
G1,CEDE-Y03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Yearly service,210,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
G1,CEDE-Y03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Yearly service,220,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,1
G1,CEDE-Y01-02,Job for  Mechanic Cummins engine model KTA38-G2A 1 Yearly service,30,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-Y01-02,Job for  Mechanic Cummins engine model KTA38-G2A 1 Yearly service,70,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
G1,CEDE-Y01-02,Job for  Mechanic Cummins engine model KTA38-G2A 1 Yearly service,80,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
G1,CEDE-Y01-02,Job for  Mechanic Cummins engine model KTA38-G2A 1 Yearly service,170,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,1
G1,CEDE-M03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Monthly service,30,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-M03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Monthly service,90,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
G1,CEDE-M03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Monthly service,100,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
G1,CEDE-M03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Monthly service,110,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,1
G1,CEDE-M03-01,Job for  Mechanic Cummins engine model KTA38-G2A 3 Monthly service,140,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,4
G1,EEVS-Y06-03,Job for E&I Tech VSD & Soft Start 6 Yearly Inspection,35,1022434,"CAPACITOR, CAP 22000MFD, VOL 400VDC, CAP ELE 22000 MFD 400VDC, PART FOR VSD, MFG SCHLUMBERGER, P/N 60853",EA,6
G1,EEVS-Y06-03,Job for E&I Tech VSD & Soft Start 6 Yearly Inspection,35,1022414,"CAPACITOR, TYPE SWF CAP 150MF, 1000V, 480VR, PART FOR VSD, MFG SCHLUMBERGER, P/N 10002644P005",EA,6
G1,EEVS-Y06-04,Job for E&I Tech VSD & Soft Start ACS800-250 6 Yearly Inspection,35,1023124,"MODULE, R8I, ACS800-104-0400-5 PLUS E205 PLUS V991 68684773 250KVA ABB DRIVE, GE ABB VSD",EA,1
G1,EEVS-Y06-04,Job for E&I Tech VSD & Soft Start ACS800-250 6 Yearly Inspection,35,1023125,"MODULE, R8I, ACS800-104-0320-5 PLUS V991 68684471 250KVA ABB DRIVE, GE ABB VSD",EA,1
G1,EEVS-Y06-04,Job for E&I Tech VSD & Soft Start ACS800-250 6 Yearly Inspection,35,1026826,"CAPACITOR, TYPE  LCL CAPACITOR, MFG ABB, P/N 68311616",EA,1
G1,EEVS-Y06-04,Job for E&I Tech VSD & Soft Start ACS800-250 6 Yearly Inspection,35,1022005,"CAPACITOR, VSG, 50UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196673",EA,1
G1,EEVS-Y06-05,Job for E&I Tech VSD & Soft Start ACS800-170 6 Yearly Inspection,35,1022005,"CAPACITOR, VSG, 50UF, 5%, 300VAC, 60HZ, 85C, GE VSD, MFG GE OIL & GAS, P/N 196673",EA,1
G1,EEVS-Y06-05,Job for E&I Tech VSD & Soft Start ACS800-170 6 Yearly Inspection,35,1019810,"MODULE, INVERTER, R7I, 500V ACS800-104-0215-5, C/W 1. 6 X EL. CAPACITOR B43586-S9418-Q1, 2. 1 X IGBT FS450R12KE3/AGDR-71C, 3. 3 X CURRENT TRANSDUCE LF 305-S/SP6, 4. 1 X POWER RESISTOR VHP-5 2X4K7, MFG GE OIL & GAS, P/N PT4992",EA,2
G1,EEVS-Y06-06,Job for E&I Tech VSD & Soft Start ADV-325 6 Yearly Inspection,35,1023264,"CAPACITOR, 1500MFD 400VDC -10% +30% 450 SURGE, BHGE VSD, MFG BAKER HUGHES, P/N C900798",EA,40
G1,EEVS-Y06-06,Job for E&I Tech VSD & Soft Start ADV-325 6 Yearly Inspection,35,1023253,"CAPACITOR, 40MFD +/-3% 480VAC 90 DEG C, BHGE VSD, MFG BAKER HUGHES, P/N C908153",EA,18
G1,FSCL-M06-01,Job for  Fuel Gas Filter-6 Monthly Inspection,10,1010551,"GASKET, SPIRAL WOUND, PIPE SIZE 10IN., CLASS 300, WINDING MATL SS304L, FILLER MATL FLEX. GRAPHITE, CENTERING RING MATL CS WITH POWDER COATED, INNERING RING MATL SS",EA,1
G1,UPUB-Y05-01,Job for APC Smart  UPS and Battery Replacement - 5 Yearly,40,1026729,"BATTERY, PACK, STAND ALONE STACK, MFG APC, P/N SRT192BP",SET,4
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),130,1010743,"OIL, ENGINE, FLASH POINT >200DEG.C, PREMIUM BLUE GEO-LA SAE 40, LUBE OIL CNG ENGINE, CONT DRUM 209L, MFG VALVOLINE, P/N PREMIUM BLUE GEO-LA 40/209 LTR",DRM,3
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),70,1002655,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 384.05 X 622.3MM., MFG FLEETGUARD, P/N AF25544",PCS,0
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),150,1007596,"FILTER, TYPE CENTRIFUGAL PAPER FILTER INSERT, MFG CUMMINS, P/N 4010887",EA,1
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),140,1007598,"FILTER, TYPE OIL FILTER CARTRIDGE (3420742), MFG CUMMINS, P/N LF16031",EA,2
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),240,1007606,"O-RING, TYPE SPARK PLUG, MFG CUMMINS, P/N 4970773",EA,18
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),40,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,0
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),90,1011300,"SEAL, ROCKET LEVER COVER, MFG CUMMINS, P/N 3420932",EA,18
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),140,1007604,"O-RING, TYPE OIL FILTER COVER, MFG CUMMINS, P/N 3420802",EA,2
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),180,1007605,"FILTER, TYPE CRANKCASE BREATHER FILTER ELIMENT, MFG CUMMINS, P/N 4011521",EA,1
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),70,1002656,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 251.21 X 596.9MM., MFG FLEETGUARD, P/N AF25545",PCS,0
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),230,1007602,"SEAL, TYPE SPARK PLUG SEALING WASHER, MFG CUMMINS, P/N 3072541/2886854",EA,18
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),180,1018479,"ELEMENT, FILTER, TYPE ECOVENT FOR KTA50/G9 AND QSK78, MFG CUMMINS, P/N 88465A",EA,1
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),240,1035163,"BOOT, TYPE SPARK PLUG, 4351035, MFG CUMMINS, P/N  110088649/5471748",EA,18
G1,CEGE-H2000-01,Job for  Cummins gas engine model QSV91 2000 hr service (interval 2),70,1017784,"FILTER, AIR, HOUSING, DISPOSABLE, SIZE OD342.90 X H653.29MM., MFG FLEETGUARD, P/N AH1135",EA,0
G1,EMAC-H16000-01,Job for E&I Tech ABB LV Motor Frame Size 160(Speed 1500 rpm) - 16000 hr Service or 2Y Service,120,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0
G1,EMAC-H7000-01,Job for E&I Tech ABB LV Motor Frame Size 180(Speed 3000 rpm)- 7000 hr Service or Annual,120,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0
G1,EMAC-H10000-01,Job for E&I Tech ABB LV Motor Frame Size 200(Speed 3000 rpm)- 10000 hr Service or Annual,120,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0
G1,EMAC-H5000-01,Job for E&I Tech ABB LV Motor Frame Size 200(Speed 3000 rpm)- 5000 hr Service,90,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0
G1,PUCE-H500/M06-01,Job for Mechanic Goulds Pump Model 16DMC-6 Monthly or 500 hr service,30,1002645,"OIL, VISC RTG 220, FLASH POINT 240 DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N OMALA S2 GX220",PAI,2
G10,SSLB-M06-01,Job for Logistic Mooring Buoy - 6 Monthly Inspection & Maintenance,10,1015458,"ROPE, TYPE MOORING, DIA 10IN., LG 110M., MATL POLYPROPYLENE MONOFILAMENT, 8-STRAND PP ROPE C/W ONE END THIMBLE EYE WITH 39MM, MASTERLINK PWB 40622, 300 X 150MM., OTHER END SOFT EYE YELLOW COLOUR W/ONE ORANGE TRACER, 95TON, C/W TEST CERT",ROL,1
G10,SSLB-M06-01,Job for Logistic Mooring Buoy - 6 Monthly Inspection & Maintenance,20,1022891,"PIN, COTTER, DIA 8MM., LG 90 MM., MATL GALVANIZE, MFG MEP DECK SOLUTION, P/N N/A",EA,8
G10,SSLB-M18-01,Job for Logistic Mooring Buoy - 1.5 Year Inspection & Maintenance,10,1015458,"ROPE, TYPE MOORING, DIA 10IN., LG 110M., MATL POLYPROPYLENE MONOFILAMENT, 8-STRAND PP ROPE C/W ONE END THIMBLE EYE WITH 39MM, MASTERLINK PWB 40622, 300 X 150MM., OTHER END SOFT EYE YELLOW COLOUR W/ONE ORANGE TRACER, 95TON, C/W TEST CERT",ROL,1
G10,SSLB-M18-01,Job for Logistic Mooring Buoy - 1.5 Year Inspection & Maintenance,20,1022891,"PIN, COTTER, DIA 8MM., LG 90 MM., MATL GALVANIZE, MFG MEP DECK SOLUTION, P/N N/A",EA,8
G10,SSLB-Y01-01,Job for Logistic Mooring Buoy - Annual Inspection & Maintenance,20,1022891,"PIN, COTTER, DIA 8MM., LG 90 MM., MATL GALVANIZE, MFG MEP DECK SOLUTION, P/N N/A",EA,8
G10,SSLB-Y01-01,Job for Logistic Mooring Buoy - Annual Inspection & Maintenance,30,1020910,"ROPE, WIRE, SIZE 52MM., LG 100M., STRUCTURE 6X36 IWRC, EEIPS RHRL GALV. STEEL C/W BOTH ENDS FITTED WITH GN HOLLAND CLOSED SPELTER SOCKET TYPE 222 MBL 2,023KN. C/W ABS CERT. AND IN HOUSE TEST CERT., MFG KISWIRE, P/N N/A",EA,1
G10,SSLB-Y01-01,Job for Logistic Mooring Buoy - Annual Inspection & Maintenance,10,1015458,"ROPE, TYPE MOORING, DIA 10IN., LG 110M., MATL POLYPROPYLENE MONOFILAMENT, 8-STRAND PP ROPE C/W ONE END THIMBLE EYE WITH 39MM, MASTERLINK PWB 40622, 300 X 150MM., OTHER END SOFT EYE YELLOW COLOUR W/ONE ORANGE TRACER, 95TON, C/W TEST CERT",ROL,1
G10,SSLB-Y01-01,Job for Logistic Mooring Buoy - Annual Inspection & Maintenance,40,1018020,"SLING, WIRE ROPE, DIA 52MM., LG 100M., STRUCTURE 6X36 IWRC, MATL STEEL, GALV STEEL WIRE ROPE BOTH ENDS FITTED WITH GN CLOSED SPELTER SOCKER WLL 37MT PL 74MT MBL 200MT, C/W TEST CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,10,1015458,"ROPE, TYPE MOORING, DIA 10IN., LG 110M., MATL POLYPROPYLENE MONOFILAMENT, 8-STRAND PP ROPE C/W ONE END THIMBLE EYE WITH 39MM, MASTERLINK PWB 40622, 300 X 150MM., OTHER END SOFT EYE YELLOW COLOUR W/ONE ORANGE TRACER, 95TON, C/W TEST CERT",ROL,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,30,1015610,"BUOY, TYPE DK-BOI MORDEC STEEL PENDANT BUOY, SIZE 6,000KG BUOYANCY, C/W CROSS BIT AND PAD EYE, FILLED WITH FOAM, C/W MATL CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1012483,"CHAIN, STUD LINK, TYPE ANCHOR CHAIN GRADE U3, PITCH 50MM., LG 7 LINKS, ALL COMMON LINKS C/W ABS CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1012484,"SWIVEL, TYPE PIECE GRADE U3, SIZE 38MM., CONSIST OF 5 PARTS END LINK, ENLARGE LINK, SWIVEL, COMMON LINK C/W ABS CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1012480,"CHAIN, STUD LINK, TYPE ANCHOR CHAIN GRADE U3, PITCH DIA 42MM., LG 55M., ANCHOR CHAIN 2 X 27.5M. WITH 42MM. KENTER SHACKLE C/W ABS CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1012479,"LINK, TYPE PEAR LINK, SIZE NO.5, C/W ABS CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1012478,"CHAIN, STUD LINK, TYPE ANCHOR CHAIN GRADE U3, PITCH DIA 76MM., LG 82.5M., 3 X 27.5M.,ANCHOR CHAIN WITH 2 X 76MM. KENTER SHACKLE C/W ABS CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1019223,"SHACKLE, TYPE ANCHOR BOLT, DIA 3IN., LOAD RTG WLL 85TON, CROSBY G-2130, C/W MILL AND TEST CERTIFICATE, MFG CROSBY, P/N 1019711",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1012476,"ANCHOR, TYPE FLIPPER DELTA, SIZE 7TON, C/W ABS CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1018220,"BUOY, TYPE A-3, SIZE DIA 22MM., LG 15M., 3 STRAND PP ROPE BOTH ENDS SPLICED SOFT EYES, MFG GAYLIN, P/N N/A",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,40,1018020,"SLING, WIRE ROPE, DIA 52MM., LG 100M., STRUCTURE 6X36 IWRC, MATL STEEL, GALV STEEL WIRE ROPE BOTH ENDS FITTED WITH GN CLOSED SPELTER SOCKER WLL 37MT PL 74MT MBL 200MT, C/W TEST CERTIFICATE",EA,1
G10,SSLB-Y02-01,Job for Logistic Mooring Buoy - 2 Years Inspection & Maintenance,20,1012481,"SHACKLE, TYPE GREEN PIN G4163 BOLT, LOAD RTG 35MT, PL 70MT, MBL 210MT C/W ABS CERTIFICATE",EA,6
G10,CEDE-H6000-07,Job for  Caterpillar engine model D399 - 6000 hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,2
G10,CEDE-H6000-07,Job for  Caterpillar engine model D399 - 6000 hr service,40,1036813,"FILTER, TYPE ENGINE OIL, MFG CATERPILLAR, P/N 1R-0659",EA,2
G10,CEDE-H36000-01,Job for  Caterpillar engine model D399 - 36000 hr Major Overhaul service,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,2
G10,CEDE-H36000-01,Job for  Caterpillar engine model D399 - 36000 hr Major Overhaul service,30,1013471,"COOLANT, ENGINE, TYPE EXTEND, ELI PREMIX, CONT CHANGE-OUT INTERVAL, MFG CATERPILLAR, P/N 375-8009",PAI,4
G10,CEDE-H36000-01,Job for  Caterpillar engine model D399 - 36000 hr Major Overhaul service,30,1036813,"FILTER, TYPE ENGINE OIL, MFG CATERPILLAR, P/N 1R-0659",EA,6
G10,CEDE-H4000-02,Job for  Caterpillar engine model 3512B - 4000hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,1.5
G10,CEDE-H4000-02,Job for  Caterpillar engine model 3512B - 4000hr service,40,1014173,"FILTER, FUEL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0756",EA,5
G10,CEDE-H4000-02,Job for  Caterpillar engine model 3512B - 4000hr service,40,1014174,"FILTER, OIL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0726",EA,3
G10,EGMD-Y02-01,Job for Mech emergency diesel generator - 2 Yearly,30,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,1
G10,EGMD-Y02-01,Job for Mech emergency diesel generator - 2 Yearly,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,76
G10,EGMD-Y02-01,Job for Mech emergency diesel generator - 2 Yearly,30,1039203,"FILTER, TYPE OIL, MFG FLEETGUARD, P/N LF9009",EA,2
G10,EGMD-Y02-01,Job for Mech emergency diesel generator - 2 Yearly,30,1039202,"FILTER, TYPE FUEL, MFG FLEETGUARD, P/N FF105D",EA,2
G10,CEDE-H2000-07,Job for  Caterpillar engine model D399 - 2000 hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,2
G10,CEDE-H2000-07,Job for  Caterpillar engine model D399 - 2000 hr service,40,1036813,"FILTER, TYPE ENGINE OIL, MFG CATERPILLAR, P/N 1R-0659",EA,6
G10,CEDE-H4000-01,Job for  Caterpillar engine model D399 - 4000 hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,2
G10,CEDE-H4000-01,Job for  Caterpillar engine model D399 - 4000 hr service,40,1036813,"FILTER, TYPE ENGINE OIL, MFG CATERPILLAR, P/N 1R-0659",EA,6
G10,CEDE-H2000-08,Job for  Caterpillar engine model 3512B - 2000hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,1.5
G10,CEDE-H2000-08,Job for  Caterpillar engine model 3512B - 2000hr service,40,1014173,"FILTER, FUEL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0756",EA,5
G10,CEDE-H2000-08,Job for  Caterpillar engine model 3512B - 2000hr service,40,1014174,"FILTER, OIL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0726",EA,3
G10,CEDE-H36000-02,Job for  Caterpillar engine model 3512B - 36000hr Major Overhaul service,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,1.5
G10,CEDE-H36000-02,Job for  Caterpillar engine model 3512B - 36000hr Major Overhaul service,30,1013471,"COOLANT, ENGINE, TYPE EXTEND, ELI PREMIX, CONT CHANGE-OUT INTERVAL, MFG CATERPILLAR, P/N 375-8009",PAI,400
G10,CEDE-H36000-02,Job for  Caterpillar engine model 3512B - 36000hr Major Overhaul service,30,1014173,"FILTER, FUEL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0756",EA,5
G10,CEDE-H36000-02,Job for  Caterpillar engine model 3512B - 36000hr Major Overhaul service,30,1014174,"FILTER, OIL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0726",EA,3
G10,EGMD-M06-01,Job for Mech emergency diesel generator - 6 Monthly,30,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,1
G10,EGMD-M06-01,Job for Mech emergency diesel generator - 6 Monthly,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,76
